label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,100555,-420650
ATTACK,1,512,96,468,124,1,504,11,24,1,948363,-420650
ATTACK,0,0,96,20,508,1,504,16,8,1,164492,-420650
ATTACK,43,476,512,0,508,0,0,19,19,1,99410,-420650
ATTACK,0,0,96,20,508,1,504,39,15,1,183158,-420650
NORMAL,0,0,96,164,62,1,58,19,40,1,213292,-420650
ATTACK,0,0,512,0,508,0,0,9,0,1,99410,-420650
NORMAL,1,512,96,164,62,1,58,27,33,0,-419221,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,99410,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-844994,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,286237,-420650
ATTACK,0,0,96,132,124,1,504,210,194,1,925913,-420650
NORMAL,0,0,96,20,508,1,504,18,9,1,166283,-420650
NORMAL,0,0,96,140,62,1,58,20,34,0,-458760,-420650
ATTACK,0,0,96,28,508,1,504,115,47,1,253707,-420650
NORMAL,0,0,96,244,62,1,58,17,55,0,-843796,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-384434,-420650
ATTACK,0,0,96,12,508,1,504,20,5,1,162637,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-414995,-420650
NORMAL,0,0,96,340,62,1,58,16,75,0,-561982,-420650
ATTACK,0,0,96,28,508,1,504,25,11,1,181822,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,99410,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,13,472,96,0,508,0,0,10,3,1,98085,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,99410,-420650
ATTACK,0,0,96,124,124,1,504,43,20,1,631091,-420650
ATTACK,0,0,96,28,508,1,504,10,5,1,175574,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-560440,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,99246,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,36,124,1,504,29,12,1,535826,-420650
NORMAL,2,512,96,512,62,1,58,14,166,1,-300237,-420650
ATTACK,56,512,512,0,508,0,0,123,314,1,91080,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,91080,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,2,512,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,96,28,508,1,504,43,16,1,197516,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,90916,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,90916,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,90916,-420650
ATTACK,0,0,96,36,124,1,504,27,12,1,535832,-420650
ATTACK,0,0,272,0,124,0,0,276,17,0,-448208,-420650
ATTACK,0,0,96,28,508,1,504,31,15,1,184005,-420650
ATTACK,0,0,96,52,508,1,504,16,11,1,200157,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-576509,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,90916,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-598499,-420650
NORMAL,0,0,272,12,62,0,58,54,7,0,-578173,-420650
ATTACK,0,0,96,20,508,1,504,35,14,1,180695,-420650
ATTACK,0,0,96,100,124,1,504,492,512,1,932759,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,28,508,1,504,137,55,1,290554,-420650
ATTACK,0,0,96,28,508,1,504,11,7,1,172280,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,28,508,1,504,113,38,1,260285,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,90916,-420650
ATTACK,5,512,96,512,124,1,504,12,30,1,1029981,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-424743,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,28,508,1,504,25,11,1,181822,-420650
ATTACK,0,0,96,196,124,1,504,20,15,1,746120,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,91129,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,91129,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-577473,-420650
ATTACK,20,512,512,0,508,0,0,42,26,1,89607,-420650
ATTACK,2,512,96,108,124,1,504,417,512,1,1446677,-420650
ATTACK,0,0,96,20,508,1,504,35,14,1,179499,-420650
NORMAL,0,0,96,292,62,1,58,17,67,0,-710655,-420650
NORMAL,0,0,96,172,62,1,58,339,512,1,-267446,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-571005,-420650
NORMAL,0,0,96,188,62,1,58,18,47,0,-388743,-420650
ATTACK,1,512,96,60,508,1,504,512,512,1,308885,-420650
ATTACK,1,512,96,28,508,1,504,14,7,1,172280,-420650
ATTACK,0,0,96,28,508,1,504,151,50,1,317612,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,96,44,124,1,504,27,11,1,539992,-420650
ATTACK,0,0,96,28,508,1,504,45,17,1,199261,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,173604,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-571005,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,89607,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,89607,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,36,62,1,58,53,16,0,-628981,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,89607,-420650
ATTACK,2,512,96,52,508,1,504,325,274,1,539463,-420650
NORMAL,0,0,96,4,124,1,504,69,14,1,551505,-420650
ATTACK,0,0,96,28,508,1,504,33,14,1,188611,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,89607,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,7,0,1,-49824,-420650
ATTACK,0,0,96,20,508,1,504,24,11,1,171213,-420650
ATTACK,0,0,96,44,508,1,504,512,512,1,938623,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,89607,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,89607,-420650
NORMAL,0,0,96,116,62,1,58,74,75,0,-450015,-420650
ATTACK,56,512,512,0,508,0,0,41,84,1,86957,-420650
NORMAL,0,0,96,52,62,1,58,21,22,0,-642899,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,86367,-420650
NORMAL,0,0,96,212,62,1,58,18,49,0,-923772,-420650
NORMAL,0,0,96,36,508,1,504,18,9,1,184213,-420650
ATTACK,0,0,96,116,124,1,504,41,26,1,607079,-420650
NORMAL,0,0,96,156,62,1,58,346,512,1,-268478,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,86367,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,285833,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,36,508,1,504,392,277,1,640307,-420650
NORMAL,0,0,272,0,508,0,0,36,2,1,-41512,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,86367,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,86367,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,173604,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-516350,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,60,508,1,504,512,512,1,389645,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,86367,-420650
ATTACK,0,0,512,0,508,0,0,258,16,1,86180,-420650
NORMAL,0,0,272,0,508,0,0,254,16,1,-108337,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
NORMAL,0,0,272,0,508,0,0,10,2,1,-49787,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-516350,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,86416,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,86416,-420650
NORMAL,3,512,96,512,62,1,58,16,179,1,-305675,-420650
ATTACK,0,0,96,20,508,1,504,30,13,1,177759,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,285833,-420650
NORMAL,2,512,96,212,62,1,58,16,45,0,-926121,-420650
NORMAL,0,0,96,20,508,1,504,14,7,1,162133,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,86416,-420650
ATTACK,0,0,512,0,0,0,0,18,0,1,86416,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-372593,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,28,124,1,504,10,5,1,518797,-420650
ATTACK,2,512,96,92,124,1,504,94,79,1,658846,-420650
ATTACK,1,512,96,220,124,1,504,11,18,1,468481,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-576509,-420650
ATTACK,1,512,96,28,508,1,504,42,16,1,197516,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,27,2,1,86416,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,52,62,1,58,21,22,0,-642899,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,212,62,1,58,18,49,0,-923772,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
ATTACK,1,512,96,512,124,1,504,13,34,1,1025151,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,2,512,96,100,508,1,504,512,512,1,430157,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-424743,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,20,512,96,260,62,1,58,17,59,0,-801063,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,86416,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-609296,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,164,62,1,58,345,512,1,-266570,-420650
NORMAL,4,512,96,512,62,1,58,41,331,1,-291947,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-577473,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-372593,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,512,0,508,0,0,33,2,1,85826,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-424743,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,85826,-420650
NORMAL,0,0,96,28,124,1,504,29,12,1,529951,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-601919,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,85826,-420650
ATTACK,0,0,272,0,508,0,0,181,11,1,-91172,-420650
NORMAL,0,0,272,0,508,0,0,14,1,1,-48701,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,44,62,1,58,14,6,0,-656996,-420650
ATTACK,1,512,96,28,508,1,504,31,13,1,186856,-420650
NORMAL,0,0,96,28,508,1,504,113,38,1,260285,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-843700,-420650
ATTACK,1,512,96,76,124,1,504,88,62,1,631213,-420650
ATTACK,0,0,96,20,508,1,504,14,7,1,162133,-420650
ATTACK,0,0,96,20,508,1,504,68,24,1,209867,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,1,512,96,52,508,1,504,512,512,1,390711,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,164,62,1,58,345,512,1,-266570,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,2,512,96,84,124,1,504,198,184,1,881551,-420650
ATTACK,1,512,96,52,124,1,504,44,20,1,562970,-420650
NORMAL,0,0,272,12,62,0,58,53,7,1,349471,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-843700,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,96,292,62,1,58,17,65,0,-711271,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,85826,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
ATTACK,0,0,272,0,508,0,0,512,34,1,78390,-420650
NORMAL,0,0,96,20,508,1,504,14,7,1,162133,-420650
ATTACK,55,512,272,0,508,0,0,88,162,1,258854,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,44,508,1,504,469,512,1,874985,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,85826,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,85236,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,85236,-420650
NORMAL,0,0,96,20,508,1,504,33,13,1,178937,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,85236,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,20,508,1,504,79,28,1,217369,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,4,512,96,512,124,1,504,12,29,1,1030286,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,85236,-420650
NORMAL,0,0,96,316,62,1,58,17,70,0,-636136,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-577473,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,20,508,1,504,48,18,1,192340,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,96,28,508,1,504,113,46,1,251584,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,84707,-420650
ATTACK,0,0,272,0,508,0,0,454,28,1,34269,-420650
NORMAL,6,512,96,512,62,1,58,16,175,1,-305175,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-558737,-420650
ATTACK,0,0,96,28,508,1,504,28,14,1,182741,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,84707,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,30,2,0,-506679,-420650
ATTACK,1,512,96,180,124,1,504,21,16,1,715823,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,84707,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,84707,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,84707,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,28,508,1,504,17,8,1,175542,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,1,512,96,68,62,1,58,48,25,0,-579925,-420650
NORMAL,0,0,96,20,508,1,504,37,15,1,412930,-420650
ATTACK,49,512,96,512,124,1,504,9,136,1,914267,-420650
NORMAL,0,0,96,4,124,1,504,70,15,1,551758,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,84707,-420650
NORMAL,0,0,96,36,508,1,504,18,9,1,184213,-420650
NORMAL,0,0,272,4,62,0,58,21,1,0,-601466,-420650
NORMAL,0,0,96,244,62,1,58,17,55,0,-844460,-420650
NORMAL,0,0,96,364,62,1,58,16,80,0,-515531,-420650
ATTACK,0,0,96,28,124,1,504,25,11,1,527857,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,108,62,1,58,70,71,0,-461997,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
ATTACK,0,0,96,20,508,1,504,25,11,1,171513,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,84681,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,364,62,1,58,16,80,0,-515035,-420650
NORMAL,0,0,96,28,62,1,58,14,4,0,-680726,-420650
NORMAL,0,0,96,28,124,1,504,28,12,1,122387,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,0,0,96,420,62,1,58,20,68,1,-394849,-420650
NORMAL,1,512,96,28,508,1,504,20,9,1,177287,-420650
ATTACK,0,0,96,36,508,1,504,32,16,1,193909,-420650
ATTACK,0,0,96,28,124,1,504,26,11,1,529053,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,84681,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,392,24,1,-26212,-420650
NORMAL,0,0,96,164,62,1,58,347,512,1,-266990,-420650
ATTACK,0,0,96,20,508,1,504,30,12,1,175596,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,84681,-420650
NORMAL,0,0,96,244,62,1,58,17,55,0,-843796,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,302,19,1,84091,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,84,124,1,504,359,417,1,1283414,-420650
ATTACK,0,0,272,0,508,0,0,187,12,1,-95022,-420650
NORMAL,0,0,96,28,62,1,58,306,139,1,-214980,-420650
ATTACK,0,0,512,0,0,0,0,18,0,1,84091,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-372593,-420650
ATTACK,0,0,96,20,508,1,504,25,11,1,108980,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,36,508,1,504,32,16,1,193909,-420650
ATTACK,0,0,96,36,508,1,504,512,512,1,937704,-420650
ATTACK,54,512,512,0,508,0,0,41,111,1,81490,-420650
ATTACK,0,0,272,0,508,0,0,492,46,1,148142,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,81490,-420650
ATTACK,0,0,96,20,508,1,504,34,14,1,179499,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,80900,-420650
NORMAL,0,0,96,164,62,1,58,339,512,1,-267586,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,28,508,1,504,32,13,1,186856,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,16,512,96,512,62,1,58,16,177,1,-305728,-420650
ATTACK,0,0,96,44,124,1,504,29,12,1,542894,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-549794,-420650
ATTACK,0,0,272,0,508,0,0,33,2,1,-42994,-420650
NORMAL,0,0,96,28,62,1,58,14,4,0,-680726,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,80900,-420650
NORMAL,0,0,96,76,62,1,58,97,61,0,-462338,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,80900,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,4,62,0,58,21,1,0,-601466,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,80900,-420650
NORMAL,0,0,96,140,62,1,58,20,34,0,-458760,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,80900,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650
ATTACK,0,0,96,60,124,1,504,29,12,1,555786,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,80900,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,0,0,96,20,508,1,504,50,19,1,192499,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,20,508,1,504,14,7,1,162133,-420650
NORMAL,0,0,96,52,62,1,58,21,22,0,-642899,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-451211,-420650
ATTACK,0,0,96,52,508,1,504,512,512,1,390711,-420650
ATTACK,0,0,96,28,124,1,504,29,12,1,529951,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,81052,-420650
ATTACK,0,0,96,28,508,1,504,182,72,1,362256,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-843700,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,1,512,96,36,508,1,504,18,9,1,184213,-420650
NORMAL,0,0,96,44,62,1,58,14,6,0,-656996,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,81052,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,81052,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,81052,-420650
NORMAL,0,0,96,28,124,1,504,29,12,1,529951,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,81052,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,81052,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,2,512,96,36,508,1,504,29,15,1,190531,-420650
ATTACK,0,0,272,0,508,0,0,109,7,1,-49610,-420650
ATTACK,0,0,96,60,508,1,504,83,35,1,265581,-420650
NORMAL,0,0,96,164,62,1,58,26,35,0,-420705,-420650
NORMAL,0,0,96,292,62,1,58,17,65,0,-711271,-420650
NORMAL,0,0,96,36,124,1,504,28,12,1,535256,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,20,508,1,504,113,38,1,250042,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,81052,-420650
NORMAL,0,0,96,68,62,1,58,91,58,0,-492056,-420650
ATTACK,0,0,96,36,124,1,504,10,5,1,524330,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,96,28,508,1,504,40,19,1,191280,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,44,124,1,504,44,20,1,121351,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,81045,-420650
ATTACK,1,512,96,28,508,1,504,26,11,1,183444,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-372593,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,81045,-420650
NORMAL,0,0,96,92,62,1,58,31,29,0,-550796,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,0,508,0,0,7,0,1,-49824,-420650
NORMAL,0,0,272,0,508,0,0,7,0,1,-49824,-420650
ATTACK,1,512,512,0,508,0,0,38,5,1,81045,-420650
ATTACK,2,512,96,28,508,1,504,31,13,0,-655790,-420650
NORMAL,3,512,96,512,62,1,58,16,179,1,-308030,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,285833,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,1,512,96,20,508,1,504,89,31,1,227737,-420650
NORMAL,1,512,96,28,508,1,504,18,9,1,175101,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-601919,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-544458,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,81087,-420650
NORMAL,0,0,96,28,508,1,504,32,16,1,185045,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,173604,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-598499,-420650
ATTACK,1,512,96,92,124,1,504,451,512,1,897950,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-601625,-420650
NORMAL,4,512,96,512,62,1,58,14,166,1,-300237,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-516350,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650
NORMAL,0,0,96,52,62,1,58,21,22,0,-642899,-420650
ATTACK,0,0,96,76,124,1,504,125,94,1,708871,-420650
ATTACK,1,512,96,84,124,1,504,13,19,1,559456,-420650
ATTACK,0,0,96,36,124,1,504,28,12,1,535256,-420650
