label,switch_pred,switch_nn_output,f0,f1,f2,f3,f4,f5,f6,f7,f8
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-20,-42
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,266827,45,368,686,489,509,383,-286,-22,-42
1,1,1942637,45,-600,686,489,509,869,-286,8,7278
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1178070,45,-756,-293,489,509,869,-286,-21,-42
1,1,178925,45,-600,686,489,509,383,-286,-20,-39
1,1,880970,-1548,368,-420,-537,-515,-345,478,-23,-45
0,0,-1226565,45,-756,-293,489,509,626,-286,-23,-38
0,0,-1250061,45,-756,-293,489,509,-345,-286,-9,211
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,1053636,-2537,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1272384,45,-756,-293,489,509,-345,-286,-13,120
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,0,112481,45,-600,686,489,509,869,-286,-21,-41
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,547265,45,368,686,489,509,869,-286,179,-43
1,1,514978,45,-600,686,489,509,1841,-286,191,-38
0,0,-1285782,45,-756,-293,489,509,-345,-286,-15,67
1,1,628323,45,368,686,489,509,869,-286,-22,-44
0,0,113648,45,-600,686,489,509,869,-286,-21,-40
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,1,282235,210,368,-420,-537,-515,-345,478,-19,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,390907,-92,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-19,-43
1,1,1170146,45,368,686,489,509,1841,-286,69,-39
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,553836,45,-600,686,489,509,1841,-286,70,-38
1,1,486603,-889,368,-420,-537,-515,-345,1241,20,-45
0,0,-1309594,45,-756,-293,489,509,-345,-286,-18,-30
1,1,211939,45,-600,686,489,509,-345,-286,-20,83
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1309582,45,-756,-293,489,509,-345,-286,-12,-36
0,0,-922647,45,368,-420,489,-515,-345,1241,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,112481,45,-600,686,489,509,869,-286,-21,-41
1,1,178925,45,-600,686,489,509,383,-286,-20,-39
1,1,131875,45,-600,686,489,509,869,-286,-21,-25
0,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1311083,45,-756,-293,489,509,-345,-286,-18,-36
1,1,387979,210,-600,686,-537,-515,140,-1050,-23,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
0,0,-1264205,45,-756,-293,489,509,-345,-286,-12,156
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,981954,-2125,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-20,-42
0,0,-1287265,45,-756,-293,489,509,-345,-286,-15,58
1,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
0,0,-1128961,45,-756,-293,489,509,-345,-286,15,1808
1,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1298416,45,-756,-293,489,509,-345,-286,-1,7
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-19,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,125276,45,-600,686,489,509,869,-286,-21,-31
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,114412,45,-600,686,489,509,869,-286,-22,-40
0,0,-1285782,45,-756,-293,489,509,-345,-286,-15,67
1,1,747728,45,-600,686,489,509,1355,-286,-20,291
1,1,1029742,-2400,368,-420,-537,-515,-345,478,-23,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,358841,567,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-20,-42
0,0,-1309594,45,-756,-293,489,509,-345,-286,-18,-30
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,621591,45,368,686,489,509,869,-286,-6,-44
1,1,631799,-724,368,-420,-537,-515,-345,478,-23,-45
0,0,-1285779,45,-756,-293,489,509,-345,-286,-15,66
1,1,121011,45,-600,686,489,509,869,-286,-21,-34
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,1,976561,-2097,368,-420,-537,-515,-345,478,-23,-45
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,627559,45,368,686,489,509,869,-286,-21,-44
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1309582,45,-756,-293,489,509,-345,-286,-10,-36
1,1,307323,128,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-21,-43
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
0,0,-1287265,45,-756,-293,489,509,-345,-286,-15,58
0,0,-485270,45,-756,-293,489,509,2326,-286,-13,-26
0,0,-1297688,45,-756,-293,489,509,-345,-286,-17,18
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,957296,-1988,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1233604,45,-756,-293,489,509,-345,-286,-13,277
1,1,626449,45,368,686,489,509,869,-286,-17,-44
1,0,-73281,45,368,686,489,509,-345,-286,431,-41
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,943409,-1905,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1309585,45,-756,-293,489,509,-345,-286,-11,-35
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,627213,45,368,686,489,509,869,-286,-19,-44
1,1,264607,45,368,686,489,509,383,-286,-16,-42
0,0,-1128961,45,-756,-293,489,509,-345,-286,17,1808
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-19,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,0,-73281,45,368,686,489,509,-345,-286,-13,-44
0,0,-1287265,45,-756,-293,489,509,-345,-286,-15,58
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,212934,45,-600,686,489,509,-345,-286,-21,-35
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,579371,-586,368,-420,-537,-515,-345,478,-23,-45
0,0,-464093,45,-756,-293,489,509,2326,-286,5,-4
1,1,626103,45,368,686,489,509,869,-286,-16,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,494273,-889,368,-420,-537,-515,-345,1241,2,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1270155,45,-756,-293,489,509,-345,-286,-12,130
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-16,-44
0,0,-1212249,45,-756,-293,489,509,626,-286,-23,-15
0,0,-1297691,45,-756,-293,489,509,-345,-286,-17,20
1,0,-73281,45,368,686,489,509,-345,-286,-21,-42
0,1,266827,45,368,686,489,509,383,-286,-22,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1212249,45,-756,-293,489,509,626,-286,-23,-15
1,0,-73281,45,368,686,489,509,-345,-286,-18,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,692571,-889,368,-420,-537,-515,-345,478,-18,-45
1,1,962674,-2015,368,-420,-537,-515,-345,478,-23,-45
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,265991,45,368,686,489,509,383,-286,-22,-44
0,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,419036,45,-600,686,489,509,1841,-286,496,-36
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,280361,210,368,-420,-537,-515,-345,478,-15,-45
1,1,212603,45,-600,686,489,509,-345,-286,-21,60
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,574539,45,368,686,489,509,869,-286,112,-43
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1271644,45,-756,-293,489,509,-345,-286,-13,124
1,1,627559,45,368,686,489,509,869,-286,-21,-44
0,0,-73281,45,368,686,489,509,-345,-286,54,-43
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,112481,45,-600,686,489,509,869,-286,-21,-41
0,0,-73281,45,368,686,489,509,-345,-286,-22,-43
1,1,952667,-1960,368,-420,-537,-515,-345,478,-23,-45
0,0,-1287265,45,-756,-293,489,509,-345,-286,-15,58
1,1,266827,45,368,686,489,509,383,-286,-21,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,470058,45,-600,686,489,509,1355,-286,-20,61
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,576228,45,-600,686,489,509,1841,-286,0,-39
0,1,547683,45,368,686,489,509,869,-286,180,-42
1,0,-73281,45,368,686,489,509,-345,-286,-21,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,957296,-1988,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-16,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-18,-42
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,627559,45,368,686,489,509,869,-286,-21,-44
0,0,-1302155,45,-756,-293,489,509,-345,-286,-17,1
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,687987,-889,368,-420,-537,-515,-345,478,-8,-45
0,0,-1226565,45,-756,-293,489,509,626,-286,-23,-38
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,300761,293,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
0,0,-73281,45,368,686,489,509,-345,-286,-22,-43
0,0,-1212249,45,-756,-293,489,509,626,-286,-23,-15
0,0,-73281,45,368,686,489,509,-345,-286,78,-43
0,0,-1297670,45,-756,-293,489,509,-345,-286,-1,9
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,116746,45,-600,686,489,509,869,-286,-21,-38
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-13,-43
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
0,0,-73281,45,368,686,489,509,-345,-286,180,-43
0,0,-883116,45,-756,-293,489,509,1841,-286,87,-34
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,312845,348,368,-420,-537,-515,-345,478,-23,-45
0,0,-670317,210,-590,-420,-537,-515,-345,478,-22,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,163300,45,-600,686,489,509,869,-286,-19,1
1,1,178507,45,-600,686,489,509,383,-286,-21,-39
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1178070,45,-756,-293,489,509,869,-286,-21,-42
1,0,-73281,45,368,686,489,509,-345,-286,-20,-42
0,0,-882701,45,-756,-293,489,509,1841,-286,87,-33
1,0,112481,45,-600,686,489,509,869,-286,-21,-41
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,307323,128,368,-420,-537,-515,-345,478,-23,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1264205,45,-756,-293,489,509,-345,-286,-12,156
0,0,-922647,45,368,-420,489,-515,-345,1241,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,401015,45,-600,686,489,509,869,-286,-20,197
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,282999,210,368,-420,-537,-515,-345,478,-20,-45
1,1,632849,45,368,686,489,509,869,-286,-20,-34
0,0,-467829,45,-600,686,489,509,-345,-1050,-21,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,628813,45,368,686,489,509,869,-286,-20,-41
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,495224,45,-600,686,489,509,1841,-286,257,-37
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,896911,210,368,-420,-537,-515,140,1241,0,-45
1,1,118331,45,-600,686,489,509,869,-286,-21,-36
0,0,-1309594,45,-756,-293,489,509,-345,-286,-18,-30
1,1,626103,45,368,686,489,509,869,-286,-16,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-21,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-467829,45,-600,686,489,509,-345,-1050,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,-210473,210,368,-157,-537,-515,-345,-1050,-23,-44
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-467829,45,-600,686,489,509,-345,-1050,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1299159,45,-756,-293,489,509,-345,-286,-1,4
1,1,282235,210,368,-420,-537,-515,-345,478,-19,-45
1,1,283345,210,368,-420,-537,-515,-345,478,-22,-45
0,0,-1299165,45,-756,-293,489,509,-345,-286,-1,6
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
1,1,281125,210,368,-420,-537,-515,-345,478,-16,-45
0,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-467829,45,-600,686,489,509,-345,-1050,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,266827,45,368,686,489,509,383,-286,-22,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,121011,45,-600,686,489,509,869,-286,-21,-34
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-18,-42
0,0,-1271644,45,-756,-293,489,509,-345,-286,-13,124
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-73281,45,368,686,489,509,-345,-286,-21,-43
0,0,-1233186,45,-756,-293,489,509,-345,-286,-12,277
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1178070,45,-756,-293,489,509,869,-286,-21,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
0,0,-1212249,45,-756,-293,489,509,626,-286,-23,-15
1,1,141611,45,-600,686,489,509,626,-286,-23,-43
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,1,211770,45,-600,686,489,509,-345,-286,-21,-37
1,1,627977,45,368,686,489,509,869,-286,-20,-44
1,1,805319,-1246,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1285779,45,-756,-293,489,509,-345,-286,-15,66
1,1,653071,-779,368,-420,-537,-515,-345,478,-23,-45
0,0,-1309585,45,-756,-293,489,509,-345,-286,-10,-35
1,1,770939,-1108,368,-420,-537,-515,-345,478,-23,-45
1,1,1130726,-2977,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,111314,45,-600,686,489,509,869,-286,-21,-42
1,1,627977,45,368,686,489,509,869,-286,-20,-44
1,1,890228,-1603,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1271644,45,-756,-293,489,509,-345,-286,-13,124
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-73281,45,368,686,489,509,-345,-286,5,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,2935065,45,-600,686,489,509,1841,-286,22361,82
0,0,-467829,45,-600,686,489,509,-345,-1050,-21,-44
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
0,0,112481,45,-600,686,489,509,869,-286,-21,-41
0,0,-1298419,45,-756,-293,489,509,-345,-286,-1,8
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,143945,45,-600,686,489,509,626,-286,-23,-41
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1285779,45,-756,-293,489,509,-345,-286,-15,66
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,1552624,45,368,686,489,509,2569,-286,-19,-36
1,0,112481,45,-600,686,489,509,869,-286,-21,-41
1,1,736667,-999,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,178925,45,-600,686,489,509,383,-286,-20,-39
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,0,-73281,45,368,686,489,509,-345,-286,-6,-37
1,1,627559,45,368,686,489,509,869,-286,-21,-44
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,117913,45,-600,686,489,509,869,-286,-21,-37
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
1,1,1155611,45,368,686,489,509,1841,-286,118,-38
0,0,-1226565,45,-756,-293,489,509,626,-286,-23,-38
0,0,-1207983,45,-756,-293,489,509,-345,-286,51,3656
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1271644,45,-756,-293,489,509,-345,-286,-13,124
1,1,503486,-889,368,-420,-537,-515,-345,1241,-21,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-882701,45,-756,-293,489,509,1841,-286,88,-33
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,545242,45,-600,686,489,509,1841,-286,98,-38
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1226231,45,-756,-293,489,509,626,-286,-23,-39
0,0,-1311083,45,-756,-293,489,509,-345,-286,-18,-36
1,1,627559,45,368,686,489,509,869,-286,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-16,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,286051,183,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1287265,45,-756,-293,489,509,-345,-286,-15,58
0,0,-1256929,45,-756,-293,489,509,383,-286,-15,-32
1,1,154367,45,-600,686,489,509,869,-286,-21,-7
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,1020484,-2345,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,569487,-559,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,0,-73281,45,368,686,489,509,-345,-286,-21,-43
1,1,628323,45,368,686,489,509,869,-286,-22,-44
0,0,-1293221,45,-756,-293,489,509,-345,-286,-16,35
1,1,283345,210,368,-420,-537,-515,-345,478,-22,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,112481,45,-600,686,489,509,869,-286,-21,-41
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,214019,45,-600,686,489,509,-345,-286,-21,36
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,251423,210,368,-157,-537,-515,140,-1050,-23,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-21,-42
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,282235,210,368,-420,-537,-515,-345,478,-19,-45
