label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold,result
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,1,512,96,52,508,1,504,512,512,1,172175,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,345,512,1,197855,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,2,512,96,84,124,1,504,198,184,1,-312001,-420650,BLOCKED (Correct)
ATTACK,1,512,96,52,124,1,504,44,20,0,-552679,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,53,7,0,-729746,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,347176,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-1277676,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,1,270888,-420650,FALSE ALARM
NORMAL,0,0,96,292,62,1,58,17,65,0,-1275676,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,512,34,1,78390,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,14,7,1,-265034,-420650,FALSE ALARM
ATTACK,55,512,272,0,508,0,0,88,162,1,-132167,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,248287,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,508,1,504,469,512,1,415950,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,415950,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,415950,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,33,13,1,-224603,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-224603,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,79,28,1,-138507,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,4,512,96,512,124,1,504,12,29,0,-579991,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,316,62,1,58,17,70,0,-1273514,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,53,7,0,-729746,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,48,18,1,-192958,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,113,46,1,-94197,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-94197,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,454,28,1,34269,-420650,BLOCKED (Correct)
NORMAL,6,512,96,512,62,1,58,16,175,0,-1188111,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-726669,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,28,14,1,-234026,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-234026,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,1,512,96,180,124,1,504,21,16,0,-571492,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-571492,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-571492,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-571492,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,17,8,1,-261741,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-746636,-420650,ALLOWED (Correct)
NORMAL,0,0,96,20,508,1,504,37,15,1,-218454,-420650,FALSE ALARM
ATTACK,49,512,96,512,124,1,504,9,136,0,-1022082,-420650,MISSED
NORMAL,0,0,96,4,124,1,504,70,15,1,488014,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,488014,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,508,1,504,18,9,1,-258776,-420650,FALSE ALARM
NORMAL,0,0,272,4,62,0,58,21,1,0,-726084,-420650,ALLOWED (Correct)
NORMAL,0,0,96,244,62,1,58,17,55,0,-1278134,-420650,ALLOWED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-1269407,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,124,1,504,25,11,0,-569272,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,108,62,1,58,70,71,0,-705830,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,25,11,1,-241359,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-241359,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-1269407,-420650,ALLOWED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,0,-768279,-420650,ALLOWED (Correct)
NORMAL,0,0,96,28,124,1,504,28,12,0,-566487,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,96,420,62,1,58,20,68,0,-1273690,-420650,ALLOWED (Correct)
NORMAL,1,512,96,28,508,1,504,20,9,1,-254166,-420650,FALSE ALARM
ATTACK,0,0,96,36,508,1,504,32,16,1,-227916,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,26,11,0,-567708,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,392,24,1,-26212,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,347,512,1,211770,-420650,FALSE ALARM
ATTACK,0,0,96,20,508,1,504,30,12,1,-233153,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-233153,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,17,55,0,-743210,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,302,19,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,84,124,1,504,359,417,1,72063,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,187,12,1,-95022,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,62,1,58,306,139,1,-357636,-420650,FALSE ALARM
ATTACK,0,0,512,0,0,0,0,18,0,1,-357636,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,249270,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,45,0,-757950,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,25,11,1,-241359,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,508,1,504,32,16,1,-227916,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,508,1,504,512,512,1,466055,-420650,BLOCKED (Correct)
ATTACK,54,512,512,0,508,0,0,41,111,1,466055,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,492,46,1,71299,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,71299,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,34,14,1,-222521,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-222521,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,339,512,1,210380,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,32,13,1,92919,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,16,512,96,512,62,1,58,16,177,0,-1188111,-420650,ALLOWED (Correct)
ATTACK,0,0,96,44,124,1,504,29,12,0,-565787,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,53,7,0,-729746,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,33,2,1,-42994,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,0,-768279,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-768279,-420650,MISSED
NORMAL,0,0,96,76,62,1,58,97,61,0,-698068,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-698068,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,21,1,0,-726084,-420650,ALLOWED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,0,-726084,-420650,ALLOWED (Correct)
NORMAL,0,0,96,140,62,1,58,20,34,0,-762636,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-762636,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,96,60,124,1,504,29,12,0,-565787,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-565787,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,50,19,1,-189157,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,14,7,1,-265034,-420650,FALSE ALARM
NORMAL,0,0,96,52,62,1,58,21,22,0,-761596,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,45,0,-757950,-420650,ALLOWED (Correct)
ATTACK,0,0,96,52,508,1,504,512,512,1,172175,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,29,12,0,-566487,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,182,72,1,-2146,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-1277676,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,1,512,96,36,508,1,504,18,9,1,-258776,-420650,FALSE ALARM
NORMAL,0,0,96,44,62,1,58,14,6,0,-765859,-420650,ALLOWED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,0,-765859,-420650,ALLOWED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,0,-765859,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-765859,-420650,MISSED
NORMAL,0,0,96,28,124,1,504,29,12,0,-566487,-420650,ALLOWED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,0,-566487,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,2,512,96,36,508,1,504,29,15,1,-233837,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,109,7,1,-49610,-420650,BLOCKED (Correct)
ATTACK,0,0,96,60,508,1,504,83,35,1,-133704,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,26,35,0,-760499,-420650,ALLOWED (Correct)
NORMAL,0,0,96,292,62,1,58,17,65,0,-1275676,-420650,ALLOWED (Correct)
NORMAL,0,0,96,36,124,1,504,28,12,0,-566880,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,113,38,1,-92190,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-92190,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,91,58,0,-709429,-420650,ALLOWED (Correct)
ATTACK,0,0,96,36,124,1,504,10,5,1,-196659,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,40,19,1,-207850,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,124,1,504,44,20,0,-552679,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-552679,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,26,11,1,-239903,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,45,0,-757950,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-757950,-420650,MISSED
NORMAL,0,0,96,92,62,1,58,31,29,0,-757190,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,7,0,1,-49824,-420650,FALSE ALARM
NORMAL,0,0,272,0,508,0,0,7,0,1,-49824,-420650,FALSE ALARM
ATTACK,1,512,512,0,508,0,0,38,5,1,-49824,-420650,BLOCKED (Correct)
ATTACK,2,512,96,28,508,1,504,31,13,0,-666355,-420650,MISSED
NORMAL,3,512,96,512,62,1,58,16,179,0,-1183004,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,20,508,1,504,89,31,1,-124932,-420650,BLOCKED (Correct)
NORMAL,1,512,96,28,508,1,504,18,9,1,-256484,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-726669,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,508,1,504,32,16,1,-225195,-420650,FALSE ALARM
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-693226,-420650,ALLOWED (Correct)
ATTACK,1,512,96,92,124,1,504,451,512,1,261980,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,4,512,96,512,62,1,58,14,166,0,-1197797,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,92,62,1,58,46,57,0,-735895,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,52,62,1,58,21,22,0,-761596,-420650,ALLOWED (Correct)
ATTACK,0,0,96,76,124,1,504,125,94,0,-436891,-420650,MISSED
ATTACK,1,512,96,84,124,1,504,13,19,0,-582801,-420650,MISSED
ATTACK,0,0,96,36,124,1,504,28,12,0,-566880,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,53,7,0,-729746,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,508,1,504,16,12,1,-259797,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,17,55,0,-1278134,-420650,ALLOWED (Correct)
ATTACK,2,512,96,76,124,1,504,111,92,0,-458731,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-458731,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,21,1,1,-46750,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,7,0,1,-49824,-420650,FALSE ALARM
ATTACK,0,0,96,36,508,1,504,15,11,1,-261508,-420650,BLOCKED (Correct)
ATTACK,2,512,96,172,124,1,504,14,18,0,-583052,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,96,92,62,1,58,34,31,0,-755547,-420650,ALLOWED (Correct)
NORMAL,0,0,96,156,62,1,58,19,39,0,-763725,-420650,ALLOWED (Correct)
ATTACK,1,512,96,60,508,1,504,16,12,1,48816,-420650,BLOCKED (Correct)
NORMAL,0,0,96,44,508,1,504,21,14,1,-250566,-420650,FALSE ALARM
ATTACK,0,0,96,36,124,1,504,30,12,0,-564659,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,1,-108337,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,84,124,1,504,312,344,1,-56117,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-56117,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,10,5,0,-582148,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,1,512,96,28,508,1,504,14,7,1,-265034,-420650,FALSE ALARM
ATTACK,1,512,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,16,8,1,-261741,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,29,12,0,-566487,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,204687,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,4,508,0,120,55,8,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,62,1,58,306,139,1,-357636,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,115,39,1,-89022,-420650,BLOCKED (Correct)
ATTACK,36,512,512,0,508,0,0,41,33,1,-89022,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,17,8,1,-261741,-420650,FALSE ALARM
NORMAL,0,0,96,244,62,1,58,17,55,0,-1278134,-420650,ALLOWED (Correct)
NORMAL,1,512,96,52,508,1,504,21,14,1,-248271,-420650,FALSE ALARM
ATTACK,0,0,96,20,508,1,504,19,9,1,-254166,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-731196,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,14,7,1,-265034,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-265034,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,236,108,1,65158,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,21,1,1,258267,-420650,FALSE ALARM
NORMAL,0,0,96,116,62,1,58,74,75,0,-700199,-420650,ALLOWED (Correct)
NORMAL,0,0,96,68,62,1,58,97,61,1,64288,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,36,508,1,504,129,52,1,-74044,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,36,17,1,-218537,-420650,BLOCKED (Correct)
ATTACK,1,512,96,36,508,1,504,24,13,1,-244436,-420650,BLOCKED (Correct)
NORMAL,0,0,96,140,62,1,58,20,34,0,-762636,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-263142,-420650,FALSE ALARM
NORMAL,0,0,96,260,62,1,58,17,59,0,-1278241,-420650,ALLOWED (Correct)
ATTACK,1,512,96,28,508,1,504,34,14,1,-222521,-420650,BLOCKED (Correct)
NORMAL,0,0,96,4,124,1,504,69,14,0,-707666,-420650,ALLOWED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-1277676,-420650,ALLOWED (Correct)
NORMAL,0,0,96,244,62,1,58,17,55,0,-1278134,-420650,ALLOWED (Correct)
ATTACK,0,0,96,44,124,1,504,318,185,1,-258886,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,124,1,504,28,12,0,-566487,-420650,MISSED
ATTACK,5,512,96,92,124,1,504,14,19,0,-582801,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,53,20,1,-181868,-420650,BLOCKED (Correct)
NORMAL,0,0,96,228,62,1,58,35,92,0,-1255902,-420650,ALLOWED (Correct)
NORMAL,0,0,96,292,62,1,58,17,67,0,-1274676,-420650,ALLOWED (Correct)
ATTACK,5,512,96,188,124,1,504,512,512,1,240046,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-1277676,-420650,ALLOWED (Correct)
ATTACK,57,512,512,0,508,0,0,124,512,0,-1277676,-420650,MISSED
ATTACK,5,512,512,0,508,0,0,38,5,0,-1277676,-420650,MISSED
NORMAL,0,0,96,164,62,1,58,19,39,0,-763725,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-763725,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,15,8,1,54239,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,11,6,1,-265034,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,113,38,1,-92190,-420650,BLOCKED (Correct)
