label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold
ATTACK,0,0,512,0,508,0,0,38,2,1,-82681,-420650
NORMAL,0,0,96,20,508,1,504,17,8,1,658846,-420650
ATTACK,0,0,96,28,508,1,504,35,17,1,673239,-420650
ATTACK,1,512,96,52,508,1,504,512,512,1,1143496,-420650
NORMAL,0,0,96,36,62,1,58,53,16,0,-774451,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-768112,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,272,12,62,0,58,54,7,0,-476611,-420650
ATTACK,10,512,96,444,124,1,504,512,512,1,1217911,-420650
ATTACK,0,0,96,28,508,1,504,79,28,1,666142,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-674544,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-85022,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-85022,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,1,512,96,68,62,1,58,48,25,0,-727483,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-85022,-420650
ATTACK,0,0,96,28,508,1,504,30,15,1,675850,-420650
ATTACK,0,0,96,28,124,1,504,28,12,1,1167165,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-85022,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-87867,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,28,124,1,504,26,11,1,1165918,-420650
NORMAL,3,512,96,212,62,1,58,16,45,0,-1923518,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-87867,-420650
NORMAL,0,0,96,156,62,1,58,20,37,0,-710228,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-87867,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,20,508,1,504,251,98,1,701250,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,92,124,1,504,435,512,1,1942560,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-87867,-420650
NORMAL,0,0,96,364,62,1,58,16,80,0,-1539106,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,0,0,272,4,62,0,58,21,1,0,-506881,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,0,0,96,500,62,1,58,20,121,0,-1304088,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-87867,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,1,512,96,500,62,1,58,20,121,0,-1300234,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
NORMAL,0,0,96,292,62,1,58,17,65,0,-1731133,-420650
ATTACK,1,512,96,84,124,1,504,323,376,1,1724176,-420650
ATTACK,0,0,512,0,508,0,0,13,15,1,-92427,-420650
NORMAL,0,0,96,340,62,1,58,16,75,0,-1581973,-420650
ATTACK,57,467,96,28,508,1,504,239,140,1,648299,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,28,508,1,504,32,16,1,675288,-420650
ATTACK,0,0,96,28,508,1,504,44,20,1,671055,-420650
NORMAL,0,0,272,4,62,0,58,21,1,0,-506881,-420650
ATTACK,0,0,272,0,508,0,0,51,3,1,360368,-420650
ATTACK,12,512,96,512,124,1,504,11,70,1,1598131,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,1,512,96,68,62,1,58,48,25,0,-727483,-420650
NORMAL,0,0,96,316,62,1,58,17,70,0,-1651119,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-92427,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,683624,-420650
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-92427,-420650
ATTACK,0,0,96,116,124,1,504,23,13,1,1479401,-420650
NORMAL,1,512,96,68,62,1,58,48,25,0,-727483,-420650
NORMAL,0,0,272,12,62,0,58,55,8,0,-477029,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-92427,-420650
ATTACK,0,0,96,28,508,1,504,26,14,1,676308,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,204,13,1,-108085,-420650
ATTACK,1,512,96,28,508,1,504,31,15,1,675850,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-92427,-420650
ATTACK,0,0,96,228,124,1,504,21,18,1,727125,-420650
ATTACK,1,512,96,512,124,1,504,14,30,1,1662242,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-92427,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-94320,-420650
ATTACK,0,0,96,28,124,1,504,53,19,1,1185373,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-94320,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-94320,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-94320,-420650
ATTACK,0,0,96,44,508,1,504,404,416,1,864557,-420650
ATTACK,0,0,96,36,124,1,504,29,12,1,1189028,-420650
NORMAL,0,0,96,92,62,1,58,31,29,0,-716084,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-507477,-420650
NORMAL,0,0,96,20,62,1,58,306,139,1,-214439,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-96777,-420650
ATTACK,1,512,96,44,124,1,504,29,12,1,1215297,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,164,62,1,58,339,512,0,-1270094,-420650
ATTACK,0,0,96,236,124,1,504,20,18,1,771352,-420650
ATTACK,0,0,96,28,124,1,504,23,10,1,1162957,-420650
NORMAL,0,0,96,28,508,1,504,19,9,1,682409,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,20,508,1,504,25,11,1,654902,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-96777,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-96777,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-475713,-420650
NORMAL,0,0,96,364,62,1,58,16,82,0,-1442099,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-96777,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,44,508,1,504,15,11,1,731419,-420650
ATTACK,3,512,96,92,508,1,504,512,512,1,-350385,-420650
ATTACK,2,512,96,512,124,1,504,12,58,1,1618945,-420650
NORMAL,0,0,272,12,62,0,58,56,8,0,-475554,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,683624,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,20,62,1,58,306,139,1,-214439,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-96777,-420650
ATTACK,2,512,96,44,508,1,504,512,512,0,-451253,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-475738,-420650
ATTACK,20,512,512,0,508,0,0,217,200,1,-130054,-420650
ATTACK,4,512,96,28,508,1,504,16,8,1,683624,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-130054,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,683624,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,36,124,1,504,350,203,1,1803535,-420650
ATTACK,0,0,96,28,124,1,504,33,13,1,1170653,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,28,508,1,504,14,7,1,683971,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-133660,-420650
NORMAL,1,512,96,68,62,1,58,48,25,0,-727483,-420650
NORMAL,0,0,272,4,62,0,58,21,1,0,-506881,-420650
NORMAL,0,0,96,364,62,1,58,16,80,0,-1539106,-420650
ATTACK,0,0,96,20,508,1,504,29,12,1,653926,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-133660,-420650
NORMAL,0,0,96,28,124,1,504,29,12,1,1167928,-420650
ATTACK,5,512,96,84,124,1,504,14,19,1,1347407,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-133660,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,521537,-420650
ATTACK,0,0,96,28,124,1,504,29,12,1,1167928,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,3,512,96,512,508,1,504,13,36,1,1419448,-420650
ATTACK,3,512,96,84,124,1,504,14,19,1,1347407,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-133660,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,11,512,512,0,508,0,0,13,33,1,-140452,-420650
ATTACK,26,512,512,0,508,0,0,10,13,1,-142748,-420650
ATTACK,0,0,96,28,508,1,504,68,24,1,670500,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-142748,-420650
ATTACK,1,512,96,468,124,1,504,11,24,1,1581609,-420650
ATTACK,0,0,96,20,508,1,504,16,8,1,658846,-420650
ATTACK,43,476,512,0,508,0,0,19,19,1,-147541,-420650
ATTACK,0,0,96,20,508,1,504,39,15,1,651581,-420650
NORMAL,0,0,96,164,62,1,58,19,40,0,-742044,-420650
ATTACK,0,0,512,0,508,0,0,9,0,1,-147541,-420650
NORMAL,1,512,96,164,62,1,58,27,33,0,-652882,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-147541,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-1864141,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,132,124,1,504,210,194,1,1582061,-420650
NORMAL,0,0,96,20,508,1,504,18,9,1,657918,-420650
NORMAL,0,0,96,140,62,1,58,20,34,0,-770378,-420650
ATTACK,0,0,96,28,508,1,504,115,47,1,644573,-420650
NORMAL,0,0,96,244,62,1,58,17,55,0,-1863814,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,12,508,1,504,20,5,1,638496,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-675089,-420650
NORMAL,0,0,96,340,62,1,58,16,75,0,-1579653,-420650
ATTACK,0,0,96,28,508,1,504,25,11,1,680753,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-147541,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,13,472,96,0,508,0,0,10,3,1,-390610,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-147541,-420650
ATTACK,0,0,96,124,124,1,504,43,20,1,1510781,-420650
ATTACK,0,0,96,28,508,1,504,10,5,1,688064,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-150717,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,36,124,1,504,29,12,1,1189028,-420650
NORMAL,2,512,96,512,62,1,58,14,166,0,-1281253,-420650
ATTACK,56,512,512,0,508,0,0,123,314,1,-201256,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-201256,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,2,512,96,28,508,1,504,16,8,1,683624,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,96,28,508,1,504,43,16,1,130508,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-204286,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-204286,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-204286,-420650
ATTACK,0,0,96,36,124,1,504,27,12,1,1189621,-420650
ATTACK,0,0,272,0,124,0,0,276,17,1,-397894,-420650
ATTACK,0,0,96,28,508,1,504,31,15,1,675850,-420650
ATTACK,0,0,96,52,508,1,504,16,11,1,756689,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-475713,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-204286,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-748191,-420650
NORMAL,0,0,272,12,62,0,58,54,7,0,-440909,-420650
ATTACK,0,0,96,20,508,1,504,35,14,1,651968,-420650
ATTACK,0,0,96,100,124,1,504,492,512,1,583387,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,28,508,1,504,137,55,1,653665,-420650
ATTACK,0,0,96,28,508,1,504,11,7,1,683971,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-928113,-420650
ATTACK,1,512,96,28,508,1,504,113,38,1,658010,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-204286,-420650
ATTACK,5,512,96,512,124,1,504,12,30,1,1663100,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-729775,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,28,508,1,504,25,11,1,680753,-420650
ATTACK,0,0,96,196,124,1,504,20,15,1,1616505,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-205824,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-205824,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,440564,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-475738,-420650
ATTACK,20,512,512,0,508,0,0,42,26,1,-210584,-420650
ATTACK,2,512,96,108,124,1,504,417,512,1,1865289,-420650
ATTACK,0,0,96,20,508,1,504,35,14,1,652228,-420650
NORMAL,0,0,96,292,62,1,58,17,67,0,-1732411,-420650
NORMAL,0,0,96,172,62,1,58,339,512,0,-1271902,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-718351,-420650
NORMAL,0,0,96,188,62,1,58,18,47,0,-769669,-420650
ATTACK,1,512,96,60,508,1,504,512,512,0,-433730,-420650
ATTACK,1,512,96,28,508,1,504,14,7,1,127174,-420650
ATTACK,0,0,96,28,508,1,504,151,50,1,670835,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,96,44,124,1,504,27,11,1,1216924,-420650
ATTACK,0,0,96,28,508,1,504,45,17,1,674980,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,683624,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-718351,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-210584,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-210584,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-927669,-420650
NORMAL,0,0,96,36,62,1,58,53,16,0,-774451,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-210584,-420650
ATTACK,2,512,96,52,508,1,504,325,274,1,754122,-420650
NORMAL,0,0,96,4,124,1,504,69,14,1,1119720,-420650
ATTACK,0,0,96,28,508,1,504,33,14,1,678550,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-210584,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,272,0,508,0,0,7,0,1,1323373,-420650
ATTACK,0,0,96,20,508,1,504,24,11,1,657190,-420650
ATTACK,0,0,96,44,508,1,504,512,512,1,1141219,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-210584,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-210584,-420650
NORMAL,0,0,96,116,62,1,58,74,75,0,-617227,-420650
ATTACK,56,512,512,0,508,0,0,41,84,1,-227451,-420650
NORMAL,0,0,96,52,62,1,58,21,22,0,-783681,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-229792,-420650
NORMAL,0,0,96,212,62,1,58,18,49,0,-1923188,-420650
NORMAL,0,0,96,36,508,1,504,18,9,1,709036,-420650
ATTACK,0,0,96,116,124,1,504,41,26,1,1457904,-420650
NORMAL,0,0,96,156,62,1,58,346,512,0,-785494,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-229792,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,36,508,1,504,392,277,1,901025,-420650
NORMAL,0,0,272,0,508,0,0,36,2,1,401121,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-229792,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-229792,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,683624,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-674544,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,60,508,1,504,512,512,0,-433730,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-229792,-420650
ATTACK,0,0,512,0,508,0,0,258,16,1,-231768,-420650
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,683624,-420650
NORMAL,0,0,272,0,508,0,0,10,2,1,468120,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-674544,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,683624,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-234039,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-234039,-420650
NORMAL,3,512,96,512,62,1,58,16,179,0,-1292005,-420650
ATTACK,0,0,96,20,508,1,504,30,13,1,655490,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,2,512,96,212,62,1,58,16,45,0,-1924238,-420650
NORMAL,0,0,96,20,508,1,504,14,7,1,658730,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-234039,-420650
ATTACK,0,0,512,0,0,0,0,18,0,1,-234039,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-727781,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,28,124,1,504,10,5,1,1165576,-420650
ATTACK,2,512,96,92,124,1,504,94,79,1,1386546,-420650
ATTACK,1,512,96,220,124,1,504,11,18,1,682734,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-475713,-420650
ATTACK,1,512,96,28,508,1,504,42,16,1,677414,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,27,2,1,-234039,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,52,62,1,58,21,22,0,-783681,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,212,62,1,58,18,49,0,-1922826,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
ATTACK,1,512,96,512,124,1,504,13,34,1,1655448,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,2,512,96,100,508,1,504,512,512,0,-1391899,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-632201,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,926548,-420650
NORMAL,20,512,96,260,62,1,58,17,59,0,-1825002,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-234039,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,164,62,1,58,345,512,0,-1262668,-420650
NORMAL,4,512,96,512,62,1,58,41,331,0,-1223018,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-475738,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-727781,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,512,0,508,0,0,33,2,1,-236545,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
NORMAL,0,0,96,164,62,1,58,19,39,0,-632201,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-236545,-420650
NORMAL,0,0,96,28,124,1,504,29,12,1,1167165,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-507477,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-236545,-420650
ATTACK,0,0,272,0,508,0,0,181,11,1,961418,-420650
NORMAL,0,0,272,0,508,0,0,14,1,1,457637,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,44,62,1,58,14,6,0,-799620,-420650
ATTACK,1,512,96,28,508,1,504,31,13,1,679198,-420650
NORMAL,0,0,96,28,508,1,504,113,38,1,658010,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-1864141,-420650
ATTACK,1,512,96,76,124,1,504,88,62,1,1335748,-420650
ATTACK,0,0,96,20,508,1,504,14,7,1,658730,-420650
ATTACK,0,0,96,20,508,1,504,68,24,1,642780,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,1,512,96,52,508,1,504,512,512,0,-445319,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,164,62,1,58,345,512,0,-1262668,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,2,512,96,84,124,1,504,198,184,1,1520089,-420650
ATTACK,1,512,96,52,124,1,504,44,20,1,879123,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-475738,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-1864141,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,0,0,96,292,62,1,58,17,65,0,-1735173,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-236545,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
ATTACK,0,0,272,0,508,0,0,512,34,1,-43331,-420650
NORMAL,0,0,96,20,508,1,504,14,7,1,658730,-420650
ATTACK,55,512,272,0,508,0,0,88,162,1,-39410,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,44,508,1,504,469,512,1,1050026,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-236545,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-238886,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-238886,-420650
NORMAL,0,0,96,20,508,1,504,33,13,1,653475,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-238886,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,20,508,1,504,79,28,1,638389,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,4,512,96,512,124,1,504,12,29,1,1664521,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-238886,-420650
NORMAL,0,0,96,316,62,1,58,17,70,0,-1652862,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-475738,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,20,508,1,504,48,18,1,648563,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,96,28,508,1,504,113,46,1,645259,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-242413,-420650
ATTACK,0,0,272,0,508,0,0,454,28,1,-79064,-420650
NORMAL,6,512,96,512,62,1,58,16,175,0,-1292071,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-507477,-420650
ATTACK,0,0,96,28,508,1,504,28,14,1,676872,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-242413,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
ATTACK,1,512,96,180,124,1,504,21,16,1,1698197,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-242413,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-242413,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-242413,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,28,508,1,504,17,8,1,685438,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,1,512,96,68,62,1,58,48,25,0,-727483,-420650
NORMAL,0,0,96,20,508,1,504,37,15,1,653473,-420650
ATTACK,49,512,96,512,124,1,504,9,136,1,1480037,-420650
NORMAL,0,0,96,4,124,1,504,70,15,1,1119501,-420650
