label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold,result
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,417,294,1,146490,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,14,1,1,457637,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,44,62,1,58,14,6,0,-1025414,-420650,ALLOWED (Correct)
NORMAL,0,0,96,4,124,1,504,69,14,0,-791711,-420650,ALLOWED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,0,-791711,-420650,ALLOWED (Correct)
NORMAL,0,0,96,156,62,1,58,345,512,1,-2159,-420650,FALSE ALARM
ATTACK,0,0,96,84,124,1,504,41,19,0,-809361,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-809361,-420650,ALLOWED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-983042,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,124,1,504,10,5,0,-824466,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-824466,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,124,1,504,10,5,0,-824466,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-824466,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,0,0,96,212,62,1,58,16,45,0,-2228687,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,33,2,0,-2228687,-420650,MISSED
ATTACK,0,0,96,36,508,1,504,18,9,1,-380755,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,62,1,58,306,139,0,-496096,-420650,ALLOWED (Correct)
ATTACK,1,512,96,28,508,1,504,137,55,1,-339569,-420650,BLOCKED (Correct)
ATTACK,1,512,96,512,124,1,504,10,37,0,-783051,-420650,MISSED
NORMAL,0,0,96,116,62,1,58,67,69,0,-921949,-420650,ALLOWED (Correct)
NORMAL,0,0,96,164,62,1,58,19,39,0,-998354,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,62,1,58,306,139,0,-496096,-420650,ALLOWED (Correct)
ATTACK,3,512,96,100,124,1,504,474,512,0,-1060893,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-1060893,-420650,MISSED
ATTACK,3,512,96,84,124,1,504,63,51,0,-764806,-420650,MISSED
NORMAL,0,0,96,44,62,1,58,32,16,0,-1008999,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,396,124,1,504,13,23,0,-807838,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,695764,-420650,BLOCKED (Correct)
ATTACK,0,0,96,60,508,1,504,19,17,1,-361349,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-361349,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,420,269,1,124624,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,238,15,1,-179761,-420650,BLOCKED (Correct)
ATTACK,1,512,96,512,124,1,504,10,28,0,-798933,-420650,MISSED
ATTACK,0,0,96,180,124,1,504,11,17,0,-813016,-420650,MISSED
NORMAL,0,0,96,260,62,1,58,17,59,0,-2221025,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-2221025,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,21,10,1,-381458,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,1,512,96,212,62,1,58,16,45,0,-997817,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-997817,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,56,512,512,0,508,0,0,123,288,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,11,6,1,-382677,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382677,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,27,12,1,-379161,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,60,508,1,504,512,512,0,-701006,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
ATTACK,1,512,96,52,508,1,504,48,41,1,-311009,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,31,13,1,-374170,-420650,BLOCKED (Correct)
NORMAL,0,0,96,92,62,1,58,32,30,0,-996371,-420650,ALLOWED (Correct)
ATTACK,0,0,96,36,124,1,504,28,12,0,-815985,-420650,MISSED
NORMAL,1,512,96,44,508,1,504,156,94,1,-293869,-420650,FALSE ALARM
NORMAL,1,512,96,44,508,1,504,14,9,1,-380757,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-380757,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,451469,-420650,FALSE ALARM
ATTACK,0,0,96,60,508,1,504,430,442,1,156187,-420650,BLOCKED (Correct)
ATTACK,1,512,96,244,124,1,504,512,512,0,-1026027,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,0,0,96,0,508,0,0,10,1,1,244083,-420650,FALSE ALARM
NORMAL,0,0,96,276,62,1,58,17,62,0,-2216706,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,69,4,1,312493,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,144,9,1,65161,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,1,512,96,84,124,1,504,12,14,0,-816458,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-816458,-420650,MISSED
NORMAL,1,512,96,92,508,1,504,512,512,0,-699531,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-699531,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,14,7,1,-382677,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,21,1,0,-752656,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,10,5,0,-2002575,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,76,124,1,504,113,94,0,-645198,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-645198,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,7,0,1,-382049,-420650,BLOCKED (Correct)
NORMAL,0,0,96,92,62,1,58,32,33,0,-994088,-420650,ALLOWED (Correct)
NORMAL,0,0,96,92,62,1,58,46,57,0,-959220,-420650,ALLOWED (Correct)
NORMAL,0,0,272,0,508,0,0,14,1,1,457637,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,84,124,1,504,14,17,0,-814139,-420650,MISSED
ATTACK,3,512,96,84,124,1,504,338,393,1,-136017,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,7,0,1,-136017,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-736762,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-2221642,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,268,62,1,58,17,60,0,-2219304,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-2219304,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-2219304,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,1,512,96,44,508,1,504,18,9,1,-380755,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,508,1,504,419,269,1,124624,-420650,FALSE ALARM
NORMAL,0,0,512,0,0,0,0,11,0,1,124624,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,124624,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,124624,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,340,62,1,58,16,75,0,-2205954,-420650,ALLOWED (Correct)
ATTACK,2,512,96,100,124,1,504,475,512,0,-1059437,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,32,2,1,409634,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,34,14,1,-374044,-420650,BLOCKED (Correct)
NORMAL,49,512,96,52,508,1,504,14,16,1,-363102,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-363102,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,72,26,1,-355063,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,32,13,1,-375063,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,28,12,0,-815066,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-815066,-420650,MISSED
NORMAL,0,0,96,92,62,1,58,46,57,0,-959220,-420650,ALLOWED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-2201161,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650,FALSE ALARM
ATTACK,1,512,96,20,508,1,504,17,8,1,-385005,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-385005,-420650,FALSE ALARM
ATTACK,1,512,96,36,508,1,504,21,12,1,-374198,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-374198,-420650,BLOCKED (Correct)
NORMAL,0,0,96,116,62,1,58,78,78,1,751870,-420650,FALSE ALARM
ATTACK,0,0,96,20,508,1,504,40,16,1,-370432,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,48,18,1,-366866,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,254,16,1,-182927,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
ATTACK,2,512,96,44,124,1,504,42,20,0,-807711,-420650,MISSED
NORMAL,0,0,272,0,508,0,0,7,0,1,469112,-420650,FALSE ALARM
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,19,9,1,-381176,-420650,BLOCKED (Correct)
NORMAL,6,512,96,0,508,0,0,10,3,1,-390610,-420650,FALSE ALARM
ATTACK,1,512,96,44,508,1,504,14,9,1,-380757,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,6,512,96,84,124,1,504,14,19,0,-813016,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650,FALSE ALARM
NORMAL,0,0,512,0,0,0,0,11,0,1,-182927,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,292,62,1,58,17,65,0,-2215316,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,124,1,504,31,13,0,-814266,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-814266,-420650,MISSED
NORMAL,0,0,96,20,508,1,504,17,8,1,-383670,-420650,FALSE ALARM
ATTACK,0,0,96,28,508,1,504,35,17,1,-367193,-420650,BLOCKED (Correct)
ATTACK,1,512,96,52,508,1,504,512,512,1,291712,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,62,1,58,53,16,0,-996272,-420650,ALLOWED (Correct)
NORMAL,0,0,96,164,62,1,58,19,39,0,-998354,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,54,7,0,-740274,-420650,ALLOWED (Correct)
ATTACK,10,512,96,444,124,1,504,512,512,0,-1025210,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,79,28,1,-354172,-420650,BLOCKED (Correct)
NORMAL,0,0,96,92,62,1,58,46,57,0,-959220,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-959220,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-959220,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-991181,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,30,15,1,-369861,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,28,12,0,-815985,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,26,11,0,-815230,-420650,MISSED
NORMAL,3,512,96,212,62,1,58,16,45,0,-997817,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-997817,-420650,MISSED
NORMAL,0,0,96,156,62,1,58,20,37,0,-998588,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-998588,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,20,508,1,504,251,98,1,-190987,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,92,124,1,504,435,512,1,117587,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,117587,-420650,BLOCKED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-2201161,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,21,1,0,-752656,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,0,0,96,500,62,1,58,20,121,0,-820086,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,695546,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,695546,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,1,512,96,500,62,1,58,20,121,0,-2157076,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
NORMAL,0,0,96,292,62,1,58,17,65,0,-2215316,-420650,ALLOWED (Correct)
ATTACK,1,512,96,84,124,1,504,323,376,1,-175114,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,13,15,1,-175114,-420650,BLOCKED (Correct)
NORMAL,0,0,96,340,62,1,58,16,75,0,-2205954,-420650,ALLOWED (Correct)
ATTACK,57,467,96,28,508,1,504,239,140,1,-193102,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,32,16,1,-368961,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,44,20,1,-361206,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,21,1,0,-752656,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,51,3,1,360368,-420650,BLOCKED (Correct)
ATTACK,12,512,96,512,124,1,504,11,70,0,-854542,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
NORMAL,0,0,96,316,62,1,58,17,70,0,-2210026,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,451469,-420650,FALSE ALARM
ATTACK,0,0,96,28,508,1,504,16,8,1,293208,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650,FALSE ALARM
NORMAL,0,0,512,0,0,0,0,11,0,1,-182927,-420650,FALSE ALARM
ATTACK,0,0,96,116,124,1,504,23,13,0,-813570,-420650,MISSED
NORMAL,1,512,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,55,8,0,-740319,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,26,14,1,-371697,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,204,13,1,-108085,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,31,15,1,-369861,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-369861,-420650,BLOCKED (Correct)
ATTACK,0,0,96,228,124,1,504,21,18,0,-809078,-420650,MISSED
ATTACK,1,512,96,512,124,1,504,14,30,0,-800843,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,53,19,0,-800574,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-800574,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-800574,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-750623,-420650,MISSED
ATTACK,0,0,96,44,508,1,504,404,416,1,125769,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,124,1,504,29,12,0,-815985,-420650,MISSED
NORMAL,0,0,96,92,62,1,58,31,29,0,-998266,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-754765,-420650,ALLOWED (Correct)
NORMAL,0,0,96,20,62,1,58,306,139,0,-496096,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-750623,-420650,MISSED
ATTACK,1,512,96,44,124,1,504,29,12,0,-816417,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-967163,-420650,MISSED
NORMAL,0,0,96,164,62,1,58,339,512,1,-11165,-420650,FALSE ALARM
ATTACK,0,0,96,236,124,1,504,20,18,0,-809078,-420650,MISSED
ATTACK,0,0,96,28,124,1,504,23,10,0,-817124,-420650,MISSED
NORMAL,0,0,96,28,508,1,504,19,9,1,-381455,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,25,11,1,-377912,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-377912,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-736762,-420650,ALLOWED (Correct)
NORMAL,0,0,96,364,62,1,58,16,82,0,-2199346,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-2199346,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,508,1,504,15,11,1,-375221,-420650,BLOCKED (Correct)
ATTACK,3,512,96,92,508,1,504,512,512,0,-699531,-420650,MISSED
ATTACK,2,512,96,512,124,1,504,12,58,0,-2023207,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,56,8,0,-739843,-420650,ALLOWED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,0,-902028,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,62,1,58,306,139,0,-496096,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-496096,-420650,MISSED
ATTACK,2,512,96,44,508,1,504,512,512,0,-701006,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,53,7,0,-740115,-420650,ALLOWED (Correct)
ATTACK,20,512,512,0,508,0,0,217,200,0,-740115,-420650,MISSED
ATTACK,4,512,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,124,1,504,350,203,1,-311889,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,33,13,0,-815459,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,508,1,504,14,7,1,-382677,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-382677,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,21,1,0,-752656,-420650,ALLOWED (Correct)
NORMAL,0,0,96,364,62,1,58,16,80,0,-2201161,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,29,12,1,-376120,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-750623,-420650,MISSED
NORMAL,0,0,96,28,124,1,504,29,12,0,-816417,-420650,ALLOWED (Correct)
ATTACK,5,512,96,84,124,1,504,14,19,0,-813016,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-813016,-420650,ALLOWED (Correct)
